Score,GDP,Freedom
7.537000179,1.616463184,0.635422587
7.521999836,1.4823830130000002,0.6260067220000001
7.504000187000001,1.48063302,0.627162635
7.493999958,1.5649795530000001,0.620070577
7.468999863,1.443571925,0.6179508570000001
7.376999855,1.503944635,0.585384488
7.315999985,1.479204416,0.611100912
7.31400013,1.405706048,0.61406213
7.28399992,1.494387269,0.612924099
7.28399992,1.484414935,0.6016073820000001
7.212999821,1.375382423,0.405988604
7.078999996,1.109706283,0.58013165
7.006000042,1.4870972630000001,0.56776619
6.993000031,1.546259284,0.5057405229999999
6.977000237,1.535706639,0.573110342
6.951000214,1.4879233840000001,0.562511384
6.890999794,1.463780761,0.539770722
6.862999916000001,1.7419435980000002,0.596627891
6.714000225,1.44163394,0.508190036
6.65199995,1.25278461,0.37689527899999997
6.647999763,1.626343369,0.60834527
6.635000229,1.10735321,0.437453747
6.609000206,1.352682352,0.49094617399999996
6.598999977,1.1852954629999999,0.494519204
6.578000069,1.153183818,0.412730008
6.5720000270000005,1.69227767,0.549840569
6.52699995,1.343279839,0.588767052
6.453999996,1.217559695,0.5793922539999999
6.453999996,0.8720019459999999,0.531310618
6.452000141,1.233748436,0.550026834
6.441999912000001,1.430923462,0.470222116
6.423999786,1.127868772,0.580200732
6.421999931,1.4336265330000002,0.361466587
6.402999877999999,1.384397864,0.40878123
6.375,1.870765686,0.604130983
6.3569998739999996,1.070622325,0.477487415
6.343999863,1.530623555,0.449750572
6.168000221000001,1.361355901,0.518630743
6.105000018999999,1.6329524519999998,0.49633759299999997
6.09800005,1.325393558,0.295817465
6.086999893,1.488412261,0.5367469189999999
6.084000111,1.29121542,0.40226498200000005
6.071000099,0.737299204,0.447551847
6.007999897,1.0008203979999999,0.45519819899999997
6.002999783,0.9097844959999999,0.43245253
5.97300005,1.291787863,0.520342112
5.971000195,0.786441088,0.658248663
5.964000225,1.395066619,0.256450713
5.962999821,1.2817780970000001,0.37378311200000003
5.9559998510000005,0.9079753159999999,0.547509372
5.920000076,1.4169151780000002,0.505625546
5.90199995,1.314582348,0.234231785
5.872000217,1.091864467,0.233335808
5.849999905,1.260748625,0.325707912
5.837999821,1.4016784430000002,0.257921666
5.837999821,0.72887063,0.24072904899999997
5.8249998089999995,1.217683911,0.45700374200000005
5.822999954,0.8337565659999999,0.558732927
5.8220000270000005,1.130776763,0.418271929
5.818999767,1.28455627,0.43745428299999994
5.809999942999999,1.346911311,0.471203625
5.757999897,1.341205955,0.572575808
5.715000152999999,1.0352252720000001,0.45000287899999997
5.629000187000001,1.189395547,0.49124732600000004
5.620999812999999,1.3559380769999998,0.355111539
5.611000061,1.32087934,0.47913143
5.568999767,1.15655756,0.29540026199999997
5.525000095,1.101803064,0.46573323
5.5,1.1982743740000001,0.30074059999999997
5.493000031,0.932537317,0.47350779200000004
5.472000122000001,1.551674843,0.490968645
5.429999828,0.857699215,0.5852146739999999
5.394999981000001,1.069317579,0.208715528
5.335999966,0.9910123940000001,0.418421149
5.323999882,1.286011934,0.175863519
5.31099987,0.9255793090000001,0.474307239
5.293000221000001,1.222556233,0.255772293
5.278999805,0.9514843820000001,0.260287941
5.2729997630000005,1.0811657909999999,0.472787708
5.269000053,0.7268835309999999,0.23521526199999998
5.262000083999999,0.995538592,0.443323463
5.25,1.128431201,0.153997123
5.236999989,1.121129036,0.194989055
5.235000134,0.878114581,0.408158332
5.234000206,1.153601766,0.398155838
5.230000018999999,1.0793738370000001,0.552589834
5.2270002369999995,1.2894874809999999,0.09573125099999999
5.224999905,1.0749875309999999,0.288515985
5.195000172,1.315175295,0.4984653
5.18200016,0.9824094179999999,0.204403177
5.181000233,0.730573118,0.34807986
5.1750001910000005,1.0645779370000001,0.325905979
5.151000023,0.022643184,0.602126956
5.073999882,0.788547575,0.571055591
5.073999882,0.783756256,0.394952565
5.040999889,0.524713635,0.47156670700000003
5.011000156000001,0.8854163890000001,0.5015376810000001
5.004000187,0.596220076,0.454943389
4.961999893,0.47982019200000003,0.44030594799999995
4.954999924,1.0272358659999998,0.394143969
4.828999996,1.054698706,0.479246736
4.804999828,1.007265806,0.28968069
4.775000095,0.716249228,0.254711062
4.735000134,0.989701807,0.282110155
4.714000225,1.161459088,0.289231718
4.709000111,0.368420929,0.318697691
4.695000172,0.564305365,0.43038874899999996
4.691999912,1.156873107,0.249322608
4.644000053,0.996192753,0.381498635
4.607999802,0.586682975,0.47835665899999996
4.573999882,0.9644343259999999,0.520303547
4.552999973,0.560479462,0.452763766
4.5500001910000005,0.23430565,0.48079109200000003
4.545000076,0.36711055,0.514492035
4.534999847,0.47930902200000003,0.37792226700000003
4.513999939,0.636406779,0.461603492
4.497000217,1.102710485,0.28855553300000003
4.465000153,1.198210239,0.312328577
4.460000038,0.339233845,0.40884274200000004
4.440000057,1.009850144,0.561213255
4.375999928,0.900596738,0.198303267
4.315000057,0.7922212479999999,0.469987005
4.291999817,0.648457289,0.09609804300000001
4.290999889,0.808964252,0.435025871
4.285999775,0.9506126640000001,0.309410036
4.28000021,0.092102349,0.23596134800000002
4.190000057,0.476180494,0.306613743
4.179999828,0.603048921,0.447706193
4.168000221000001,0.601765096,0.633375823
4.138999939,0.6595166920000001,0.014995855
4.1199998860000004,0.6672248239999999,0.42302629399999997
4.096000195,0.8946519490000001,0.122974776
4.0809998510000005,0.381430715,0.443185955
4.032000065,0.35022771399999997,0.32436785100000004
4.027999878,0.161925331,0.363658696
3.970000029,0.23344203800000002,0.466914654
3.9360001089999996,0.438012987,0.162342027
3.875,0.375846535,0.33638420700000005
3.808000088,0.5210212470000001,0.39066129899999996
3.7950000760000004,0.85842818,0.0
3.79399991,0.40147721799999997,0.10617952
3.766000032,1.122094154,0.505196333
3.657000065,0.43108540799999995,0.425962776
3.644000053,0.305808693,0.189196765
3.6029999260000003,0.368610263,0.030369857000000004
3.592999935,0.5916834470000001,0.249463722
3.59100008,0.397248626,0.147062436
3.5329999919999997,0.119041793,0.332881182
3.5069999689999998,0.24454993,0.34858751299999996
3.4949998860000004,0.305444717,0.380426139
3.4709999560000004,0.368745893,0.581843853
3.461999893,0.7771531340000001,0.081539445
3.348999977,0.511135876,0.390017778
2.904999971,0.091622569,0.059900753
2.6930000780000003,0.0,0.270842046
